,date,variable,value
587,2019-12-15,vegan burger king,6
588,2019-12-22,vegan burger king,10
589,2019-12-29,vegan burger king,25
590,2020-01-05,vegan burger king,100
591,2020-01-12,vegan burger king,41
592,2020-01-19,vegan burger king,36
593,2020-01-26,vegan burger king,29
594,2020-02-02,vegan burger king,17
595,2020-02-09,vegan burger king,16
596,2020-02-16,vegan burger king,18
597,2020-02-23,vegan burger king,10
598,2020-03-01,vegan burger king,12
599,2020-03-08,vegan burger king,6
600,2019-03-31,vegan subway,13
601,2019-04-07,vegan subway,8
602,2019-04-14,vegan subway,44
603,2019-04-21,vegan subway,44
604,2019-04-28,vegan subway,36
605,2019-05-05,vegan subway,30
606,2019-05-12,vegan subway,28
607,2019-05-19,vegan subway,17
608,2019-05-26,vegan subway,14
609,2019-06-02,vegan subway,12
610,2019-06-09,vegan subway,18
611,2019-06-16,vegan subway,22
612,2019-06-23,vegan subway,17
613,2019-06-30,vegan subway,15
614,2019-07-07,vegan subway,19
615,2019-07-14,vegan subway,11
616,2019-07-21,vegan subway,18
617,2019-07-28,vegan subway,21
618,2019-08-04,vegan subway,23
619,2019-08-11,vegan subway,15
620,2019-08-18,vegan subway,16
621,2019-08-25,vegan subway,11
622,2019-09-01,vegan subway,13
623,2019-09-08,vegan subway,15
624,2019-09-15,vegan subway,10
625,2019-09-22,vegan subway,11
626,2019-09-29,vegan subway,8
627,2019-10-06,vegan subway,9
628,2019-10-13,vegan subway,12
629,2019-10-20,vegan subway,7
630,2019-10-27,vegan subway,39
631,2019-11-03,vegan subway,19
632,2019-11-10,vegan subway,17
633,2019-11-17,vegan subway,16
634,2019-11-24,vegan subway,14
635,2019-12-01,vegan subway,10
636,2019-12-08,vegan subway,10
637,2019-12-15,vegan subway,13
638,2019-12-22,vegan subway,6
639,2019-12-29,vegan subway,69
640,2020-01-05,vegan subway,100
641,2020-01-12,vegan subway,67
642,2020-01-19,vegan subway,59
643,2020-01-26,vegan subway,41
644,2020-02-02,vegan subway,29
645,2020-02-09,vegan subway,19
646,2020-02-16,vegan subway,19
647,2020-02-23,vegan subway,24
648,2020-03-01,vegan subway,18
649,2020-03-08,vegan subway,13
650,2019-03-31,is corona vegan,36
651,2019-04-07,is corona vegan,36
652,2019-04-14,is corona vegan,0
653,2019-04-21,is corona vegan,37
654,2019-04-28,is corona vegan,35
655,2019-05-05,is corona vegan,36
656,2019-05-12,is corona vegan,0
657,2019-05-19,is corona vegan,0
658,2019-05-26,is corona vegan,59
659,2019-06-02,is corona vegan,34
660,2019-06-09,is corona vegan,0
661,2019-06-16,is corona vegan,0
662,2019-06-23,is corona vegan,71
663,2019-06-30,is corona vegan,35
664,2019-07-07,is corona vegan,0
665,2019-07-14,is corona vegan,0
666,2019-07-21,is corona vegan,36
667,2019-07-28,is corona vegan,36
668,2019-08-04,is corona vegan,0
669,2019-08-11,is corona vegan,35
670,2019-08-18,is corona vegan,36
671,2019-08-25,is corona vegan,36
672,2019-09-01,is corona vegan,34
673,2019-09-08,is corona vegan,0
674,2019-09-15,is corona vegan,35
675,2019-09-22,is corona vegan,66
676,2019-09-29,is corona vegan,50
677,2019-10-06,is corona vegan,0
678,2019-10-13,is corona vegan,0
679,2019-10-20,is corona vegan,33
680,2019-10-27,is corona vegan,33
681,2019-11-03,is corona vegan,31
682,2019-11-10,is corona vegan,32
683,2019-11-17,is corona vegan,32
684,2019-11-24,is corona vegan,31
685,2019-12-01,is corona vegan,48
686,2019-12-08,is corona vegan,32
687,2019-12-15,is corona vegan,34
688,2019-12-22,is corona vegan,61
689,2019-12-29,is corona vegan,100
690,2020-01-05,is corona vegan,77
691,2020-01-12,is corona vegan,92
692,2020-01-19,is corona vegan,31
693,2020-01-26,is corona vegan,31
694,2020-02-02,is corona vegan,32
695,2020-02-09,is corona vegan,30
696,2020-02-16,is corona vegan,61
697,2020-02-23,is corona vegan,59
698,2020-03-01,is corona vegan,45
699,2020-03-08,is corona vegan,67
700,2019-03-31,vegan easter egg,36
701,2019-04-07,vegan easter egg,47
702,2019-04-14,vegan easter egg,100
703,2019-04-21,vegan easter egg,19
704,2019-04-28,vegan easter egg,6
705,2019-05-05,vegan easter egg,0
706,2019-05-12,vegan easter egg,3
707,2019-05-19,vegan easter egg,0
708,2019-05-26,vegan easter egg,0
709,2019-06-02,vegan easter egg,0
