,date,variable,value
660,2019-06-09,fast food restaurants near me,50
661,2019-06-16,fast food restaurants near me,51
662,2019-06-23,fast food restaurants near me,86
663,2019-06-30,fast food restaurants near me,86
664,2019-07-07,fast food restaurants near me,76
665,2019-07-14,fast food restaurants near me,38
666,2019-07-21,fast food restaurants near me,43
667,2019-07-28,fast food restaurants near me,69
668,2019-08-04,fast food restaurants near me,76
669,2019-08-11,fast food restaurants near me,75
670,2019-08-18,fast food restaurants near me,61
671,2019-08-25,fast food restaurants near me,77
672,2019-09-01,fast food restaurants near me,58
673,2019-09-08,fast food restaurants near me,41
674,2019-09-15,fast food restaurants near me,49
675,2019-09-22,fast food restaurants near me,32
676,2019-09-29,fast food restaurants near me,79
677,2019-10-06,fast food restaurants near me,24
678,2019-10-13,fast food restaurants near me,39
679,2019-10-20,fast food restaurants near me,59
680,2019-10-27,fast food restaurants near me,47
681,2019-11-03,fast food restaurants near me,61
682,2019-11-10,fast food restaurants near me,46
683,2019-11-17,fast food restaurants near me,76
684,2019-11-24,fast food restaurants near me,44
685,2019-12-01,fast food restaurants near me,69
686,2019-12-08,fast food restaurants near me,35
687,2019-12-15,fast food restaurants near me,40
688,2019-12-22,fast food restaurants near me,66
689,2019-12-29,fast food restaurants near me,48
690,2020-01-05,fast food restaurants near me,52
691,2020-01-12,fast food restaurants near me,94
692,2020-01-19,fast food restaurants near me,45
693,2020-01-26,fast food restaurants near me,81
694,2020-02-02,fast food restaurants near me,52
695,2020-02-09,fast food restaurants near me,36
696,2020-02-16,fast food restaurants near me,87
697,2020-02-23,fast food restaurants near me,42
698,2020-03-01,fast food restaurants near me,64
699,2020-03-08,fast food restaurants near me,44
700,2019-03-31,food delivery insurance,48
701,2019-04-07,food delivery insurance,35
702,2019-04-14,food delivery insurance,46
703,2019-04-21,food delivery insurance,26
704,2019-04-28,food delivery insurance,42
705,2019-05-05,food delivery insurance,72
706,2019-05-12,food delivery insurance,48
707,2019-05-19,food delivery insurance,43
708,2019-05-26,food delivery insurance,63
709,2019-06-02,food delivery insurance,65
710,2019-06-09,food delivery insurance,75
711,2019-06-16,food delivery insurance,64
712,2019-06-23,food delivery insurance,43
713,2019-06-30,food delivery insurance,17
714,2019-07-07,food delivery insurance,55
715,2019-07-14,food delivery insurance,34
716,2019-07-21,food delivery insurance,39
717,2019-07-28,food delivery insurance,26
718,2019-08-04,food delivery insurance,42
719,2019-08-11,food delivery insurance,46
720,2019-08-18,food delivery insurance,52
721,2019-08-25,food delivery insurance,38
722,2019-09-01,food delivery insurance,33
723,2019-09-08,food delivery insurance,70
724,2019-09-15,food delivery insurance,49
725,2019-09-22,food delivery insurance,47
726,2019-09-29,food delivery insurance,48
727,2019-10-06,food delivery insurance,43
728,2019-10-13,food delivery insurance,63
729,2019-10-20,food delivery insurance,35
730,2019-10-27,food delivery insurance,63
731,2019-11-03,food delivery insurance,45
732,2019-11-10,food delivery insurance,46
733,2019-11-17,food delivery insurance,49
734,2019-11-24,food delivery insurance,40
735,2019-12-01,food delivery insurance,76
736,2019-12-08,food delivery insurance,46
737,2019-12-15,food delivery insurance,40
738,2019-12-22,food delivery insurance,39
739,2019-12-29,food delivery insurance,59
740,2020-01-05,food delivery insurance,48
741,2020-01-12,food delivery insurance,62
742,2020-01-19,food delivery insurance,68
743,2020-01-26,food delivery insurance,85
744,2020-02-02,food delivery insurance,90
745,2020-02-09,food delivery insurance,69
746,2020-02-16,food delivery insurance,76
747,2020-02-23,food delivery insurance,67
748,2020-03-01,food delivery insurance,100
749,2020-03-08,food delivery insurance,49
750,2019-03-31,m&s online food,27
751,2019-04-07,m&s online food,20
752,2019-04-14,m&s online food,14
753,2019-04-21,m&s online food,13
754,2019-04-28,m&s online food,19
755,2019-05-05,m&s online food,22
756,2019-05-12,m&s online food,22
757,2019-05-19,m&s online food,33
758,2019-05-26,m&s online food,35
759,2019-06-02,m&s online food,21
760,2019-06-09,m&s online food,58
761,2019-06-16,m&s online food,18
762,2019-06-23,m&s online food,31
763,2019-06-30,m&s online food,35
764,2019-07-07,m&s online food,57
